4.084532130706987063e-01,1.019379233292990961e+01
3.726885170123139801e-01,7.264849198621254445e+00
2.597537837603262068e-01,8.769118364485773753e+00
7.234201136885849426e-01,1.426255832911608756e+01
4.958757350787708074e-01,4.154205924629688518e+00
8.104621590764793382e-02,3.653481514376806238e+00
2.201832019498113358e-01,8.265397738884130874e+00
6.832587636595959246e-01,1.407871660253197277e+01
7.613085949030018451e-02,5.458276953904972473e+00
8.512069140487686925e-01,1.347736582045779663e+01
4.951465270139743247e-01,8.762978548213309793e+00
4.805865773266480012e-01,-2.055869846243645327e-01
5.924077846595176000e-01,1.195542961064881027e+01
8.246809659251491675e-01,1.394454678740094522e+01
3.478092079021930516e-01,-1.257398990124443117e-01
6.780161525590635563e-01,5.691143089470258154e+00
5.657319639957910651e-01,1.286742684762953814e+01
2.670282701694213223e-01,7.841253673262432500e+00
8.786299863551579881e-01,-3.244523915229942546e+00
7.974260216069281038e-01,1.244115629120476640e+01
6.584518346584254944e-01,1.320890040518446540e+01
8.505817290942419007e-01,1.383095093957419053e+01
8.672942009598023638e-01,2.014653220123922850e+01
7.083629767150347867e-01,1.390441014386570551e+01
8.370133283636720378e-01,1.309953339197335076e+01
6.974714616692836433e-01,-5.885398336595628166e+00
6.801407717603004111e-01,1.193071469276934415e+01
6.186113782151843044e-01,1.156616124561086956e+01
7.527166395576412317e-01,-6.998730371209822110e+00
1.586051052930737004e-01,6.104004258102519564e+00
8.808707591989284325e-01,1.241118935914541055e+01
8.718435277452319943e-01,1.362319019922697549e+01
2.924728303455914613e-02,5.682875174261858398e+00
8.258167505647626694e-01,1.214812940055617574e+01
1.288698674734451988e-01,8.337877597419275588e+00
3.351188542591418962e-01,8.629294561683380493e+00
7.435082562916077720e-01,1.245328541838429715e+01
1.607598960483082040e-01,7.377256711828707125e+00
8.179670241190621915e-01,8.068723327827912684e+00
8.321341779577419162e-01,1.348481925874487253e+01
5.074677337608362038e-01,9.357811117250770749e+00
6.385871716833579903e-03,6.622538627257318566e+00
2.870381331749127796e-01,6.811741982352046421e+00
6.169269183757422059e-01,1.123243464306459494e+01
9.811861780274234723e-01,1.514117756542601079e+01
6.318135270166683748e-01,3.566156059864212136e+00
2.598035810641597942e-01,7.016800637558765708e+00
6.340057030996113507e-01,1.044454762885101573e+01
5.399853797158554736e-01,9.833058624112455348e+00
7.798453951511435944e-01,9.489774592848483792e+00
1.069806388269584074e-01,5.925960617357620919e+00
7.610279025020280086e-01,1.340648783347280038e+01
5.412665786761102771e-01,1.088966950615617613e+01
9.629920038589946385e-01,1.235300734049033800e+01
3.418721660386860872e-01,1.192466080111707782e+01
6.326218931339481211e-01,1.710904571816812592e+01
9.320281055100174683e-01,1.564555010613850605e+01
1.025097279906792558e-01,2.054198562361901637e+01
9.372284872364511354e-01,1.331289274189456862e+01
6.878857223008133515e-01,1.851980815217673282e+01
6.783705910517190407e-02,1.741311958432745755e+01
3.009635669468162522e-01,7.755888988640577963e+00
7.081720886452815833e-01,1.239846294525725412e+01
6.735060146877169807e-02,7.183168473083758165e+00
5.821704601762732745e-01,6.654385620506380050e-01
3.458830569529567356e-01,7.400530964570440240e+00
6.209155177674771098e-01,1.190185450366898223e+01
4.574203381251285006e-02,1.298850991651708142e+00
8.715368061523762755e-01,1.474420635693657289e+01
9.734889691773969123e-01,1.530468350367773844e+01
9.688778552856914805e-01,1.412102348968272203e+01
7.496518317429247125e-01,-2.167888495669311411e+00
1.300862401306319693e-01,5.158735858010146558e+00
7.582631959290225820e-01,-3.645062695133793440e+00
2.458691645880151100e-02,5.748668395554418886e+00
2.212355152899725397e-02,2.201486879863358936e+01
3.236102191495412450e-01,4.913958593441737577e+00
4.886431904046657504e-01,7.994247655222991078e+00
7.704074178077932045e-01,1.215658382107912061e+01
6.832953766065051893e-01,1.089517393219514219e+01
4.459027063767483368e-01,3.271741579816126233e+00
2.736266662816658757e-01,7.093268439335780329e+00
9.971245001577111466e-01,-1.004843087022029557e+01
4.261813022359729475e-01,1.001451517093235566e+01
4.513870243296754792e-01,8.966774945909651962e+00
1.636238211916691832e-01,1.645081690022400522e+01
7.948095487499293732e-01,2.774014346175525958e+01
6.936822257814886372e-01,1.033995116486024202e+01
2.207696127887603943e-01,1.788415222264691451e+01
8.238104561584269625e-02,6.746742638367834388e+00
6.804993020747130972e-01,9.936792620791985442e+00
6.545112142811352340e-01,9.570974694475465228e+00
2.732595269982093233e-01,8.775204105618580996e+00
9.508635622504103546e-01,1.072535097627987000e+01
1.510578917809002331e-01,1.186433660887968244e+01
4.323348010426019128e-01,1.036908314296636036e+01
9.436159201675988761e-01,1.460528325177507902e+01
4.197273169261223069e-01,9.448844254093542006e+00
6.385259476640855469e-01,4.021732717655502221e+00
3.975943979627942770e-01,1.202209536465393214e+01
2.742152023486700285e-01,6.110651202102536317e+00
9.839776479598282277e-01,1.642073077450148233e+01
4.093340063150430197e-01,1.483665729133247879e+01
8.940992036791344244e-01,-1.447443025747419298e+01
2.299546058910861834e-01,2.987717897900790121e+00
2.131047040250833025e-01,9.210992963941354361e+00
3.113408288451136041e-02,5.804724129256636722e+00
6.516668253758850504e-01,1.248207622819423079e+01
3.685263437237611406e-01,8.881430982816340247e+00
8.643582498396370495e-01,-9.318376219950277317e-01
4.732099066915571584e-01,2.251174176491574030e+00
9.681934279147217381e-01,1.312531830835041369e+01
1.855255157031211466e-01,3.358840123113593279e+01
8.686231679556107865e-01,1.441920685881759034e+01
7.765968527917417319e-01,7.692970100893337104e+00
7.709218446440520012e-01,1.252013697727864638e+01
8.447832281168876634e-01,1.330431993681346547e+01
7.610239909429988847e-01,1.208157790609282678e+01
6.262203216314153886e-01,9.311084741465297299e+00
1.312448776823875729e-01,5.683519885635183400e+00
3.252617949125191643e-02,2.738393453383078580e+01
9.208478478156868485e-01,1.436991834144456703e+01
6.166503145207380410e-01,1.127699368390685031e+01
7.965372909761763154e-01,1.334333436969863662e+01
4.815223515125500731e-01,9.139237242151104113e+00
1.173081889623944774e-01,6.695859840089836368e+00
1.251857922025504388e-01,5.564737694961657155e+00
6.855652872289713651e-01,3.959760123049586689e+00
4.303058948994626931e-01,2.466197630243065575e+01
2.005247267003367195e-01,1.845977190204439466e+01
4.915945467414368775e-01,1.555943009699931423e+01
6.420893707513408710e-02,2.213211345218846304e+01
5.819714019143987782e-01,1.017105143209511731e+01
2.689934044350976716e-01,8.411679718471617662e+00
7.975591006371881564e-01,1.378888758295495975e+01
3.103619589235737664e-01,7.417300513586622124e+00
4.552201490818011953e-01,2.189464652754280394e+01
1.162053990810063553e-02,6.118132948036200780e+00
7.244688779455887850e-02,2.288226759088076179e+01
3.924935564066848181e-01,8.949787902311491905e+00
4.799388347171235081e-01,5.304056027773054183e-01
6.000205481193037205e-01,9.825715598699897413e+00
2.916625787093032329e-01,3.055615669925583333e+01
6.949818861265425474e-01,3.235122567368575375e+01
8.601223971892045794e-01,1.366125297764405744e+01
7.798509888933498058e-01,1.118766543337175179e+01
3.961882534835714509e-02,4.845461229394934399e+00
4.805069472578289425e-01,1.836788778533758659e+01
